localBodyCode,status,matched_district(s)
299524,FULL MATCH,50
299525,FULL MATCH,46
299526,FULL MATCH,50
299527,FULL MATCH,56
299528,FULL MATCH,56
299529,FULL MATCH,49
299531,FULL MATCH,49
299532,FULL MATCH,52
299534,AMBIGUOUS MATCH,"98, 112, 117, 768"
299535,AMBIGUOUS MATCH,"98, 112, 117, 770"
299536,AMBIGUOUS MATCH,"87, 102, 112, 117"
299582,FULL MATCH,241
299583,FULL MATCH,237
299584,FULL MATCH,237
299585,FULL MATCH,"236, 718, 786"
299586,FULL MATCH,229
299587,FULL MATCH,"231, 723, 787"
299588,FULL MATCH,628
299589,FULL MATCH,242
299590,FULL MATCH,229
299591,FULL MATCH,"231, 723, 787"
299592,FULL MATCH,232
299593,FULL MATCH,242
299594,FULL MATCH,"233, 677"
299595,FULL MATCH,725
299596,FULL MATCH,"237, 786"
299597,FULL MATCH,725
299612,FULL MATCH,510
299657,FULL MATCH,378
299713,AMBIGUOUS MATCH,"515, 517, 790"
299714,FULL MATCH,790
299715,AMBIGUOUS MATCH,"517, 748, 790"
299716,FULL MATCH,790
299749,FULL MATCH,50
299753,AMBIGUOUS MATCH,"93, 98, 100, 112, 117"
299757,AMBIGUOUS MATCH,"98, 112, 117, 775"
299764,AMBIGUOUS MATCH,"98, 110, 112, 117, 768"
299765,AMBIGUOUS MATCH,"98, 109, 112, 117, 770"
299774,FULL MATCH,664
299784,AMBIGUOUS MATCH,"98, 107, 112, 117, 772"
299804,NO MATCH,
299825,AMBIGUOUS MATCH,"98, 112, 113, 117"
299934,AMBIGUOUS MATCH,"98, 112, 117, 770"
299935,AMBIGUOUS MATCH,"112, 117, 782"
299936,AMBIGUOUS MATCH,"92, 98, 112, 117"
299937,AMBIGUOUS MATCH,"98, 100, 101, 112, 117"
299939,AMBIGUOUS MATCH,"98, 106, 112, 117"
299940,AMBIGUOUS MATCH,"98, 104, 112, 117"
299941,AMBIGUOUS MATCH,"98, 112, 114, 117"
299942,AMBIGUOUS MATCH,"98, 112, 117, 629"
299966,FULL MATCH,292
299967,FULL MATCH,288
299968,FULL MATCH,292
299969,FULL MATCH,292
299970,FULL MATCH,297
299971,FULL MATCH,292
299974,AMBIGUOUS MATCH,"98, 112, 117, 782"
299976,AMBIGUOUS MATCH,"98, 110, 112, 117"
299977,AMBIGUOUS MATCH,"98, 112, 117, 774"
300027,FULL MATCH,491
300050,AMBIGUOUS MATCH,"98, 112, 117, 777"
300085,FULL MATCH,425
300314,FULL MATCH,346
300321,AMBIGUOUS MATCH,"98, 102, 112, 117"
300322,AMBIGUOUS MATCH,"98, 111, 112, 117, 774"
300344,AMBIGUOUS MATCH,"87, 98, 112, 117"
300345,FULL MATCH,"117, 777"
300347,AMBIGUOUS MATCH,"87, 98, 112, 117"
300350,AMBIGUOUS MATCH,"98, 102, 112, 117"
300355,FULL MATCH,"377, 387, 645"
300370,NO MATCH,
300371,FULL MATCH,338
300374,FULL MATCH,338
300381,FULL MATCH,576
300382,FULL MATCH,496
300383,FULL MATCH,496
300384,FULL MATCH,496
300385,FULL MATCH,496
300386,FULL MATCH,638
300387,FULL MATCH,425
300388,FULL MATCH,405
300391,FULL MATCH,490
300392,NO MATCH,
300394,FULL MATCH,490
300395,FULL MATCH,638
300410,FULL MATCH,493
300431,FULL MATCH,50
300487,FULL MATCH,294
300488,FULL MATCH,285
300489,FULL MATCH,285
300491,FULL MATCH,285
300492,AMBIGUOUS MATCH,"282, 287"
300493,FULL MATCH,301
300494,FULL MATCH,288
300495,FULL MATCH,709
300509,FULL MATCH,121
300510,FULL MATCH,123
300511,FULL MATCH,125
300512,FULL MATCH,127
300532,FULL MATCH,"131, 178"
300544,FULL MATCH,191
300545,FULL MATCH,"193, 194"
300546,FULL MATCH,194
300547,FULL MATCH,194
300548,FULL MATCH,199
300549,FULL MATCH,207
300550,FULL MATCH,"190, 207"
300551,FULL MATCH,208
300552,FULL MATCH,208
300553,FULL MATCH,209
300554,FULL MATCH,210
300555,FULL MATCH,211
300556,FULL MATCH,213
300557,FULL MATCH,"188, 214"
300558,FULL MATCH,205
300559,FULL MATCH,217
300560,FULL MATCH,218
300561,FULL MATCH,218
300562,FULL MATCH,223
300563,FULL MATCH,"208, 224"
300564,FULL MATCH,208
300565,FULL MATCH,"190, 192"
300592,FULL MATCH,50
300593,FULL MATCH,592
300651,FULL MATCH,141
300652,FULL MATCH,141
300693,FULL MATCH,174
300705,FULL MATCH,160
300707,FULL MATCH,174
300713,FULL MATCH,"138, 633"
300719,FULL MATCH,159
300721,FULL MATCH,148
300729,FULL MATCH,137
300739,FULL MATCH,175
300750,FULL MATCH,148
300768,FULL MATCH,137
300772,FULL MATCH,174
300774,FULL MATCH,174
300776,FULL MATCH,174
300779,FULL MATCH,"137, 160"
300782,FULL MATCH,137
300789,FULL MATCH,137
300807,FULL MATCH,137
300833,FULL MATCH,142
300839,FULL MATCH,142
300865,FULL MATCH,140
300930,FULL MATCH,125
301012,FULL MATCH,147
301014,NO MATCH,
301016,FULL MATCH,"127, 147"
301061,FULL MATCH,527
301078,FULL MATCH,484
301079,FULL MATCH,524
301080,FULL MATCH,538
301085,FULL MATCH,484
301086,NO MATCH,
301103,FULL MATCH,314
301161,FULL MATCH,449
301176,FULL MATCH,525
301241,FULL MATCH,153
301242,FULL MATCH,187
301243,FULL MATCH,135
301244,AMBIGUOUS MATCH,170
301249,NO MATCH,
301253,FULL MATCH,141
301254,FULL MATCH,168
301272,FULL MATCH,195
301276,FULL MATCH,195
301277,FULL MATCH,195
301283,FULL MATCH,195
301284,FULL MATCH,195
301285,FULL MATCH,195
301286,FULL MATCH,195
301296,FULL MATCH,215
301330,FULL MATCH,192
301334,FULL MATCH,199
301353,FULL MATCH,211
301364,NO MATCH,
301385,FULL MATCH,201
301389,FULL MATCH,129
301400,FULL MATCH,"292, 710"
301404,FULL MATCH,113
301405,AMBIGUOUS MATCH,"98, 104, 112, 117"
301406,AMBIGUOUS MATCH,"97, 102, 112, 117, 774"
301407,AMBIGUOUS MATCH,"87, 112, 117, 770, 774"
301408,AMBIGUOUS MATCH,"87, 112, 117, 774"
301409,AMBIGUOUS MATCH,"87, 106, 112, 117, 774"
301410,AMBIGUOUS MATCH,"97, 112, 117, 774"
301411,AMBIGUOUS MATCH,"97, 98, 112, 117"
301412,AMBIGUOUS MATCH,"93, 98, 112, 117"
301413,AMBIGUOUS MATCH,"108, 112, 117, 774"
301414,AMBIGUOUS MATCH,"94, 98, 112, 117"
301415,AMBIGUOUS MATCH,"87, 112, 117, 774"
301416,AMBIGUOUS MATCH,"92, 112, 117, 774"
301417,AMBIGUOUS MATCH,"112, 117, 774"
301433,AMBIGUOUS MATCH,"95, 98, 112, 117"
301435,AMBIGUOUS MATCH,"97, 98, 112, 117"
301436,AMBIGUOUS MATCH,"98, 112, 117"
301437,FULL MATCH,"112, 117"
301438,AMBIGUOUS MATCH,"102, 112, 117, 774"
301439,AMBIGUOUS MATCH,"98, 112, 116, 117"
301440,AMBIGUOUS MATCH,"98, 102, 112, 117"
301442,AMBIGUOUS MATCH,"98, 100, 101, 112, 117"
301443,AMBIGUOUS MATCH,"98, 112, 117"
301445,AMBIGUOUS MATCH,"112, 117, 774"
301446,AMBIGUOUS MATCH,"98, 112, 117, 767"
301449,AMBIGUOUS MATCH,"98, 112, 117"
301451,AMBIGUOUS MATCH,"97, 112, 117, 774"
301453,AMBIGUOUS MATCH,"98, 112, 117"
301454,AMBIGUOUS MATCH,"98, 108, 112, 113, 117"
301455,AMBIGUOUS MATCH,"102, 112, 117"
301457,AMBIGUOUS MATCH,"94, 112, 117, 774"
301458,AMBIGUOUS MATCH,"87, 98, 112, 117"
301459,AMBIGUOUS MATCH,"98, 112, 117"
301460,AMBIGUOUS MATCH,"98, 112, 117"
301461,AMBIGUOUS MATCH,"98, 112, 117, 770"
301462,AMBIGUOUS MATCH,"98, 106, 112, 117"
301507,FULL MATCH,382
301508,FULL MATCH,650
301509,FULL MATCH,"387, 763"
301510,FULL MATCH,383
301511,FULL MATCH,"378, 650"
301512,FULL MATCH,"375, 379"
301513,FULL MATCH,734
301514,FULL MATCH,645
301515,FULL MATCH,760
301522,FULL MATCH,"375, 647"
301526,FULL MATCH,379
301527,FULL MATCH,"644, 763"
301528,FULL MATCH,644
301596,FULL MATCH,699
301630,FULL MATCH,647
301666,FULL MATCH,461
301667,FULL MATCH,673
301790,FULL MATCH,525
301808,FULL MATCH,388
301809,FULL MATCH,384
301812,FULL MATCH,645
301834,FULL MATCH,649
301867,FULL MATCH,648
301877,FULL MATCH,48
301879,FULL MATCH,53
301880,FULL MATCH,56
301881,FULL MATCH,54
301882,FULL MATCH,47
301900,AMBIGUOUS MATCH,"107, 112, 117, 774"
301901,AMBIGUOUS MATCH,"112, 117, 774"
301904,FULL MATCH,116
301905,AMBIGUOUS MATCH,"112, 117, 774, 782"
301906,AMBIGUOUS MATCH,"98, 110, 112, 117"
301909,AMBIGUOUS MATCH,"112, 116, 117, 774"
301910,AMBIGUOUS MATCH,"107, 112, 117, 774"
301911,AMBIGUOUS MATCH,"102, 112, 117"
301912,AMBIGUOUS MATCH,"106, 112, 117, 774"
301913,AMBIGUOUS MATCH,"106, 112, 117, 774"
301914,AMBIGUOUS MATCH,"112, 116, 117, 774"
301915,AMBIGUOUS MATCH,"92, 112, 117, 774"
301919,FULL MATCH,379
301920,FULL MATCH,"388, 759"
302180,AMBIGUOUS MATCH,"93, 112, 117, 774"
302181,AMBIGUOUS MATCH,"90, 112, 117, 774"
302182,AMBIGUOUS MATCH,"93, 112, 117, 774"
302204,AMBIGUOUS MATCH,"90, 98, 112, 117, 774, 775"
302205,AMBIGUOUS MATCH,"112, 113, 117, 774"
302206,AMBIGUOUS MATCH,"112, 117, 767, 774"
302222,AMBIGUOUS MATCH,"112, 117, 774, 782"
302223,AMBIGUOUS MATCH,"112, 117, 774"
302249,AMBIGUOUS MATCH,"112, 117, 774"
302253,AMBIGUOUS MATCH,"98, 107, 112, 117"
302254,AMBIGUOUS MATCH,"98, 112, 117"
302255,AMBIGUOUS MATCH,"98, 112, 114, 117"
302257,AMBIGUOUS MATCH,"90, 98, 112, 117, 775"
302258,AMBIGUOUS MATCH,"98, 106, 112, 117"
302259,AMBIGUOUS MATCH,"98, 112, 116, 117"
302261,AMBIGUOUS MATCH,"98, 112, 117"
302262,AMBIGUOUS MATCH,"98, 112, 113, 117"
302263,AMBIGUOUS MATCH,"98, 112, 117"
302289,FULL MATCH,690
302290,FULL MATCH,518
302291,FULL MATCH,"512, 721"
302292,FULL MATCH,"686, 689"
302293,FULL MATCH,509
302299,FULL MATCH,518
302301,FULL MATCH,721
302302,FULL MATCH,691
302303,FULL MATCH,"522, 688"
302612,AMBIGUOUS MATCH,"106, 112, 117, 774"
302656,FULL MATCH,456
302657,FULL MATCH,456
302660,FULL MATCH,439
302661,FULL MATCH,673
302662,FULL MATCH,"457, 673"
302675,FULL MATCH,449
302676,FULL MATCH,449
302710,FULL MATCH,700
302727,FULL MATCH,509
302728,FULL MATCH,685
302731,FULL MATCH,720
302736,FULL MATCH,"513, 691"
302800,FULL MATCH,102
302801,AMBIGUOUS MATCH,"98, 106"
302802,AMBIGUOUS MATCH,"98, 107"
302811,FULL MATCH,700
302813,FULL MATCH,102
302855,FULL MATCH,105
302856,FULL MATCH,105
302858,FULL MATCH,105
302860,AMBIGUOUS MATCH,"105, 111, 774"
302861,FULL MATCH,96
302862,NO MATCH,
302876,FULL MATCH,106
302889,FULL MATCH,629
302890,FULL MATCH,115
302896,NO MATCH,
302919,FULL MATCH,768
302921,FULL MATCH,102
302924,FULL MATCH,92
302942,FULL MATCH,"110, 768"
302948,FULL MATCH,114
302962,FULL MATCH,108
302998,FULL MATCH,92
303075,FULL MATCH,487
303088,FULL MATCH,102
303090,FULL MATCH,109
303111,FULL MATCH,98
303112,AMBIGUOUS MATCH,"94, 98"
303119,FULL MATCH,468
303133,FULL MATCH,474
303134,FULL MATCH,490
305270,FULL MATCH,215
305331,FULL MATCH,"507, 700"
